Date,Open,High,Low,Close
2020-12-31 17:00:00,727.82731634,743.053519746,727.414017973,737.795498522
2020-12-31 18:00:00,737.854498522,741.132944346,736.215693525,740.904544346
2020-12-31 19:00:00,740.874544346,742.649879947,738.622893074,739.416944346
2020-12-31 20:00:00,739.578344346,744.952219691,739.002344346,744.952219691
2020-12-31 21:00:00,745.149538665,745.674538665,737.493027333,739.019673779
2020-12-31 22:00:00,739.042873779,742.971220917,737.16345713,741.522252375
2020-12-31 23:00:00,741.430652375,742.465810231,734.299974406,737.34580383
2021-01-01 00:00:00,737.39880383,739.734132713,731.202439529,735.703481112
2021-01-01 01:00:00,735.688181112,749.895686935,735.106880586,749.791717249
2021-01-01 02:00:00,749.719617249,750.048954689,744.100420829,745.770053944
2021-01-01 03:00:00,746.214453944,748.165965276,745.2058385,746.479788182
2021-01-01 04:00:00,746.414788182,748.134489878,741.510933602,743.763619909
2021-01-01 05:00:00,743.790535418,744.265942944,741.243953522,742.209509
2021-01-01 06:00:00,742.5065098,744.3157585,738.788366561,740.886759791
2021-01-01 07:00:00,740.927759791,741.464059791,736.51024435,738.220112684
2021-01-01 08:00:00,738.437412684,739.412650789,727.860560248,731.336307769
2021-01-01 09:00:00,731.147307769,735.717831315,730.507090136,735.185968715
2021-01-01 10:00:00,735.206631315,740.17794412,735.044151542,738.441471302
2021-01-01 11:00:00,738.602471302,742.863889779,738.209460095,740.589721545
2021-01-01 12:00:00,740.433524732,744.824508541,734.491607245,734.71255875
2021-01-01 13:00:00,734.69785875,743.248328209,734.657094862,742.169840894
2021-01-01 14:00:00,742.163840894,744.226905249,738.642635,739.853575625
2021-01-01 15:00:00,739.7830755,741.2010122,735.82301,737.380265442
2021-01-01 16:00:00,737.378465442,739.226861097,735.22688018,737.470926687
2021-01-01 17:00:00,737.412026687,738.040347469,729.248285827,729.890785827
2021-01-01 18:00:00,730.063285827,733.165678523,717.613256,726.016246385
2021-01-01 19:00:00,725.984246385,729.1346635,722.60131224,727.574380876
2021-01-01 20:00:00,727.507080876,732.142555602,724.90607365,731.696855602
2021-01-01 21:00:00,731.535155602,732.003722142,728.877035159,729.94943686
2021-01-01 22:00:00,729.95793686,733.143333785,728.0148741,730.888827164
2021-01-01 23:00:00,730.902827164,732.00974354,729.90224354,730.70724354
2021-01-02 00:00:00,730.68914354,731.37644354,718.479305709,721.508877923
2021-01-02 01:00:00,721.524877923,733.158476517,717.311232237,731.202520204
2021-01-02 02:00:00,731.268020204,735.764611765,731.268020204,731.577340079
2021-01-02 03:00:00,731.654140079,733.527454735,730.749250956,732.089950956
2021-01-02 04:00:00,732.057950956,732.300550956,728.268429201,731.503956056
2021-01-02 05:00:00,731.433656056,734.944808639,731.396756056,733.27751273
2021-01-02 06:00:00,733.68751273,741.741933948,732.810523956,738.585943722
2021-01-02 07:00:00,738.556943722,739.617815569,735.624881112,737.191346195
2021-01-02 08:00:00,737.130973632,739.709601942,730.856694632,735.777259954
2021-01-02 09:00:00,735.643959954,735.993859954,726.323714586,726.990787686
2021-01-02 10:00:00,726.788287686,734.917065759,725.119987266,729.851815799
2021-01-02 11:00:00,729.895415799,732.541257818,729.251690248,731.558935036
2021-01-02 12:00:00,731.408029663,757.208873431,730.190908997,753.82839452
2021-01-02 13:00:00,753.71209452,773.396548006,751.358,770.457446018
2021-01-02 14:00:00,770.959274,771.430875,755.519331647,761.755252855
2021-01-02 15:00:00,761.995548,769.79297,761.995548,769.548072
2021-01-02 16:00:00,769.496054,783.249882,766.679972749,782.328413
2021-01-02 17:00:00,782.428374,784.964796,776.489866,780.5786515
2021-01-02 18:00:00,780.710595086,783.90795,774.066,780.327478
2021-01-02 19:00:00,780.1647755,788.161882011,778.747787376,785.854884133
2021-01-02 20:00:00,785.822394633,786.2788866260505,755.208,758.162843
2021-01-02 21:00:00,758.734552,770.604415,753.371,768.740821836
2021-01-02 22:00:00,768.760821836,774.950333613,765.913,772.803
2021-01-02 23:00:00,772.769,777.821210938,764.942,775.029673316
2021-01-03 00:00:00,775.044673316,778.902219894,771.569,776.766
2021-01-03 01:00:00,776.712,779.345105894,773.648,777.598
2021-01-03 02:00:00,777.597,781.966208894,776.52,779.685499394
2021-01-03 03:00:00,778.446,778.589,772.701674,773.701
2021-01-03 04:00:00,773.461,778.736105215,770.078867,778.3728601619275
2021-01-03 05:00:00,778.496657715,790.201078232,777.550453215,786.779152232
2021-01-03 06:00:00,786.708617732,800.816163295,784.900182,799.890523548
2021-01-03 07:00:00,799.792514816,805.288697248,796.636033629,800.079990537
2021-01-03 08:00:00,799.98137784,819.830525435,792.9699902,817.318066037
2021-01-03 09:00:00,817.598595715,825.3572,814.584393,819.016007449
2021-01-03 10:00:00,819.083699908,829.011046213,817.821240075,825.844148039
2021-01-03 11:00:00,825.8268015,831.895626,825.066011491,830.294398701
2021-01-03 12:00:00,830.079414274,835.854955,827.3650945,832.324133333
2021-01-03 13:00:00,832.332133333,887.187502,832.332133333,875.4879375
2021-01-03 14:00:00,875.8697365,921.957608,865.7716635,913.562781
2021-01-03 15:00:00,913.3911335,920.192733,885.289512,918.389813
2021-01-03 16:00:00,918.447651,976.3405305,918.447651,935.435020456
2021-01-03 17:00:00,935.994112456,955.517397,919.797697,935.2716825
2021-01-03 18:00:00,936.897231,941.935215,891.873297,917.20492875
2021-01-03 19:00:00,916.41142875,922.748071,900.5335555,920.074805
2021-01-03 20:00:00,920.60434,963.9341935,920.0310575,947.354287794
2021-01-03 21:00:00,947.088392794,957.222332,938.3651795,950.865695238
2021-01-03 22:00:00,950.852795238,997.951227,946.965611936,992.7556025
2021-01-03 23:00:00,992.745092,1011.741403,962.156346,978.784477
2021-01-04 00:00:00,979.509048,994.561087,957.5547635,977.224576912
2021-01-04 01:00:00,977.435501912,979.07889435,958.194,968.375
2021-01-04 02:00:00,968.347,982.546722816,963.999,979.894769
