Date,Open,High,Low,Close
2019-07-20 12:00:00,10564.25,10630.0,10525.5,10539.5
2019-07-20 13:00:00,10539.5,10796.25,10477.0,10548.75
2019-07-20 14:00:00,10548.75,10628.25,10548.75,10621.25
2019-07-20 15:00:00,10621.25,10675.75,10579.75,10647.5
2019-07-20 16:00:00,10644.25,10881.75,10608.75,10821.0
2019-07-20 17:00:00,10826.75,11053.25,10816.25,10913.5
2019-07-20 18:00:00,10912.75,10973.0,10911.5,10941.25
2019-07-20 19:00:00,10941.25,10946.5,10894.25,10931.75
2019-07-20 20:00:00,10931.75,10963.25,10908.25,10941.25
2019-07-20 21:00:00,10941.25,10966.25,10907.5,10966.25
2019-07-20 22:00:00,10966.25,11016.5,10942.75,11011.75
2019-07-20 23:00:00,11011.75,11108.75,10625.75,10765.75
2019-07-21 00:00:00,10765.75,10834.0,10672.75,10801.5
2019-07-21 01:00:00,10800.75,10825.5,10775.75,10808.5
2019-07-21 02:00:00,10808.5,10808.5,10635.25,10665.0
2019-07-21 03:00:00,10665.0,10665.0,10533.75,10591.75
2019-07-21 04:00:00,10591.75,10674.0,10563.25,10652.5
2019-07-21 05:00:00,10652.5,10660.75,10570.25,10580.25
2019-07-21 06:00:00,10581.25,10630.5,10552.0,10598.75
2019-07-21 07:00:00,10598.75,10640.25,10580.0,10602.25
2019-07-21 08:00:00,10602.25,10701.75,10478.25,10681.75
2019-07-21 09:00:00,10681.75,10739.5,10678.25,10684.25
2019-07-21 10:00:00,10684.25,10685.5,10508.5,10548.5
2019-07-21 11:00:00,10548.5,10602.5,10514.75,10577.5
2019-07-21 12:00:00,10577.5,10585.0,10521.25,10564.0
2019-07-21 13:00:00,10564.0,10592.75,10488.25,10542.5
2019-07-21 14:00:00,10542.5,10550.5,10343.5,10397.5
2019-07-21 15:00:00,10397.5,10470.25,10345.75,10445.25
2019-07-21 16:00:00,10443.0,10464.75,10363.0,10367.25
2019-07-21 17:00:00,10365.75,10430.75,10322.0,10420.5
2019-07-21 18:00:00,10420.5,10568.0,10390.75,10498.5
2019-07-21 19:00:00,10497.75,10515.25,10345.75,10409.5
2019-07-21 20:00:00,10409.5,10514.25,10386.0,10490.0
2019-07-21 21:00:00,10490.0,10603.75,10489.25,10561.5
2019-07-21 22:00:00,10561.5,10643.75,10511.25,10535.25
2019-07-21 23:00:00,10545.25,10634.75,10532.5,10588.75
2019-07-22 00:00:00,10588.75,10688.25,10554.75,10597.5
2019-07-22 01:00:00,10597.5,10617.25,10563.5,10588.5
2019-07-22 02:00:00,10588.5,10635.0,10566.0,10622.0
2019-07-22 03:00:00,10622.0,10648.75,10598.0,10618.25
2019-07-22 04:00:00,10618.25,10645.5,10529.0,10566.5
2019-07-22 05:00:00,10566.5,10608.25,10514.75,10588.5
2019-07-22 06:00:00,10588.5,10643.25,10587.25,10601.5
2019-07-22 07:00:00,10601.5,10618.25,10575.0,10600.5
