Date,Open,High,Low,Close
2019-07-22 19:00:00,215.92,216.21,212.0,213.22
2019-07-22 20:00:00,213.22,218.24,212.53,218.03
2019-07-22 21:00:00,218.03,218.44,215.77,216.33
2019-07-22 22:00:00,216.33,218.08,215.08,215.8
2019-07-22 23:00:00,215.8,217.75,215.8,217.19
2019-07-23 00:00:00,217.19,217.22,214.56,215.22
2019-07-23 01:00:00,215.22,215.75,214.48,215.04
2019-07-23 02:00:00,215.04,217.3,215.03,216.91
2019-07-23 03:00:00,217.01,217.21,216.15,216.34
2019-07-23 04:00:00,216.34,216.64,215.69,216.36
2019-07-23 05:00:00,216.36,216.62,213.59,214.56
2019-07-23 06:00:00,214.56,215.26,211.24,212.08
2019-07-23 07:00:00,212.08,215.5,211.94,212.3
2019-07-23 08:00:00,212.3,215.27,210.2,210.69
2019-07-23 09:00:00,210.64,211.04,208.98,210.42
2019-07-23 10:00:00,210.42,212.41,209.27,211.83
2019-07-23 11:00:00,211.83,213.22,211.6,212.23
2019-07-23 12:00:00,212.23,213.16,211.0,211.94
2019-07-23 13:00:00,211.94,212.18,208.53,210.79
2019-07-23 14:00:00,210.79,212.17,209.28,211.53
2019-07-23 15:00:00,211.53,212.92,209.61,209.66
2019-07-23 16:00:00,209.66,212.18,208.93,211.25
2019-07-23 17:00:00,211.25,212.23,211.04,212.01
2019-07-23 18:00:00,212.02,219.25,212.01,216.8
2019-07-23 19:00:00,216.8,218.28,216.59,216.88
2019-07-23 20:00:00,216.88,218.88,216.88,217.68
2019-07-23 21:00:00,217.68,218.03,216.25,217.02
2019-07-23 22:00:00,217.02,217.58,215.5,216.03
2019-07-23 23:00:00,215.72,215.84,211.22,211.92
2019-07-24 00:00:00,211.92,212.41,200.4,205.25
2019-07-24 01:00:00,205.25,206.47,204.61,205.27
2019-07-24 02:00:00,205.27,205.75,202.62,205.14
2019-07-24 03:00:00,205.14,205.14,203.88,204.28
2019-07-24 04:00:00,204.28,204.73,202.84,204.66
2019-07-24 05:00:00,204.66,206.01,203.86,205.39
2019-07-24 06:00:00,205.47,206.91,205.19,205.42
2019-07-24 07:00:00,205.42,206.42,205.23,205.57
2019-07-24 08:00:00,205.57,207.79,205.21,207.18
2019-07-24 09:00:00,207.18,208.3,207.01,208.16
2019-07-24 10:00:00,208.16,208.2,206.27,207.14
2019-07-24 11:00:00,207.14,207.59,205.17,207.09
2019-07-24 12:00:00,207.09,208.29,206.35,207.68
2019-07-24 13:00:00,207.68,208.62,206.95,207.77
2019-07-24 14:00:00,207.77,214.41,207.04,214.02
2019-07-24 15:00:00,214.02,216.31,213.78,215.82
2019-07-24 16:00:00,215.5,216.13,208.13,209.34
2019-07-24 17:00:00,209.34,211.47,208.76,210.79
2019-07-24 18:00:00,210.79,212.35,210.55,210.7
2019-07-24 19:00:00,210.7,212.11,209.32,211.53
2019-07-24 20:00:00,211.53,215.65,211.45,215.14
2019-07-24 21:00:00,215.01,218.19,214.49,216.36
2019-07-24 22:00:00,216.34,217.32,214.5,214.65
2019-07-24 23:00:00,214.65,218.0,214.61,216.46
2019-07-25 00:00:00,216.46,226.0,215.6,223.13
2019-07-25 01:00:00,222.99,223.97,222.35,223.16
2019-07-25 02:00:00,223.16,223.86,222.56,223.29
2019-07-25 03:00:00,223.29,224.2,221.61,222.61
2019-07-25 04:00:00,222.61,223.61,221.1,221.42
2019-07-25 05:00:00,221.42,222.26,220.78,221.85
2019-07-25 06:00:00,221.85,222.4,221.18,222.38
2019-07-25 07:00:00,222.38,223.15,220.94,221.27
2019-07-25 08:00:00,221.23,222.91,221.12,222.3
2019-07-25 09:00:00,222.3,223.93,222.03,222.52
2019-07-25 10:00:00,222.52,223.5,221.87,222.61
2019-07-25 11:00:00,222.61,223.09,222.23,222.52
2019-07-25 12:00:00,222.58,224.82,222.58,224.5
2019-07-25 13:00:00,224.4,224.48,219.37,220.17
2019-07-25 14:00:00,220.17,222.21,219.93,221.02
2019-07-25 15:00:00,221.02,221.83,220.61,221.18
2019-07-25 16:00:00,221.22,223.32,219.94,221.33
2019-07-25 17:00:00,221.33,222.09,220.94,221.79
2019-07-25 18:00:00,221.79,221.79,220.96,221.29
2019-07-25 19:00:00,221.29,221.45,217.81,218.3
2019-07-25 20:00:00,218.3,218.61,216.38,218.61
2019-07-25 21:00:00,218.61,219.4,217.69,219.35
2019-07-25 22:00:00,219.35,220.76,219.02,219.98
2019-07-25 23:00:00,219.98,220.7,218.82,219.17
2019-07-26 00:00:00,219.17,219.21,214.8,216.48
2019-07-26 01:00:00,216.48,216.48,214.92,215.28
2019-07-26 02:00:00,215.11,215.11,214.75,214.75
2019-07-26 03:00:00,214.75,214.75,213.35,214.42
2019-07-26 04:00:00,214.42,215.29,214.42,215.29
2019-07-26 05:00:00,215.29,215.29,214.74,215.2
2019-07-26 06:00:00,215.2,215.23,213.29,213.9
2019-07-26 07:00:00,213.91,216.38,213.91,216.19
2019-07-26 08:00:00,216.19,217.04,215.35,216.94
2019-07-26 09:00:00,216.94,217.05,215.76,216.68
2019-07-26 10:00:00,216.68,216.97,215.85,216.93
2019-07-26 11:00:00,216.93,218.45,216.92,217.32
2019-07-26 12:00:00,217.32,217.81,216.07,216.14
2019-07-26 13:00:00,216.14,216.75,215.61,216.21
2019-07-26 14:00:00,216.21,216.46,214.33,215.72
2019-07-26 15:00:00,215.72,216.55,215.23,216.35
2019-07-26 16:00:00,216.4,220.19,215.66,219.07
2019-07-26 17:00:00,219.07,219.28,217.65,218.87
2019-07-26 18:00:00,218.73,219.83,218.5,219.26
2019-07-26 19:00:00,219.24,220.23,219.14,219.92
2019-07-26 20:00:00,219.92,220.16,218.2,218.42
2019-07-26 21:00:00,218.38,218.8,216.62,218.42
2019-07-26 22:00:00,218.42,218.75,217.48,218.07
2019-07-26 23:00:00,218.09,219.99,218.01,219.16
2019-07-27 00:00:00,219.16,223.15,218.91,223.12
2019-07-27 01:00:00,223.16,223.63,222.02,222.04
2019-07-27 02:00:00,222.04,223.15,221.65,223.1
2019-07-27 03:00:00,223.1,223.42,222.07,222.17
2019-07-27 04:00:00,222.17,222.58,221.7,222.07
2019-07-27 05:00:00,222.07,222.07,220.74,220.88
2019-07-27 06:00:00,220.9,221.21,220.42,220.5
2019-07-27 07:00:00,220.5,225.33,219.13,220.71
2019-07-27 08:00:00,220.71,221.39,220.44,220.52
2019-07-27 09:00:00,220.52,220.75,219.4,219.66
2019-07-27 10:00:00,219.66,219.73,206.29,208.25
2019-07-27 11:00:00,208.26,209.13,205.24,207.04
2019-07-27 12:00:00,207.04,207.04,202.59,205.8
2019-07-27 13:00:00,205.68,207.19,204.89,205.81
2019-07-27 14:00:00,205.81,206.86,205.33,205.74
2019-07-27 15:00:00,205.74,206.88,203.61,206.32
2019-07-27 16:00:00,206.3,207.4,206.09,207.14
2019-07-27 17:00:00,207.14,208.69,206.77,208.11
2019-07-27 18:00:00,208.11,208.84,206.85,207.01
2019-07-27 19:00:00,207.01,208.27,206.49,207.1
2019-07-27 20:00:00,207.1,208.07,206.64,207.95
2019-07-27 21:00:00,207.95,208.87,207.5,208.64
2019-07-27 22:00:00,208.64,208.64,205.57,206.39
2019-07-27 23:00:00,206.4,207.75,206.1,207.02
2019-07-28 00:00:00,207.01,207.42,205.98,206.25
2019-07-28 01:00:00,206.23,207.76,206.21,207.34
2019-07-28 02:00:00,207.35,207.65,206.65,206.65
2019-07-28 03:00:00,206.65,207.86,206.54,207.47
2019-07-28 04:00:00,207.47,211.84,207.43,209.77
2019-07-28 05:00:00,209.77,210.75,209.36,209.47
2019-07-28 06:00:00,209.47,210.99,209.35,210.04
2019-07-28 07:00:00,210.04,210.42,208.83,208.92
2019-07-28 08:00:00,208.92,209.49,208.21,209.24
2019-07-28 09:00:00,209.24,210.07,208.25,208.43
2019-07-28 10:00:00,208.39,208.87,207.6,208.34
2019-07-28 11:00:00,208.34,210.39,208.17,209.46
2019-07-28 12:00:00,209.46,209.75,208.66,208.95
2019-07-28 13:00:00,208.95,209.06,208.06,208.4
2019-07-28 14:00:00,208.4,208.9,207.81,207.84
2019-07-28 15:00:00,207.84,208.83,207.4,208.27
2019-07-28 16:00:00,208.27,209.08,207.17,207.83
2019-07-28 17:00:00,207.86,208.62,207.52,208.34
2019-07-28 18:00:00,208.42,208.51,207.37,208.21
2019-07-28 19:00:00,208.21,208.52,207.93,208.17
2019-07-28 20:00:00,208.17,208.52,206.99,207.93
2019-07-28 21:00:00,207.93,208.01,206.04,206.05
2019-07-28 22:00:00,206.05,218.0,197.79,208.3
2019-07-28 23:00:00,207.98,213.4,206.63,211.35
2019-07-29 00:00:00,211.38,211.77,208.85,210.24
2019-07-29 01:00:00,210.24,215.18,209.93,213.44
2019-07-29 02:00:00,213.44,213.81,212.94,213.07
2019-07-29 03:00:00,213.07,213.33,212.4,212.62
2019-07-29 04:00:00,212.62,213.64,212.58,213.07
2019-07-29 05:00:00,213.07,213.28,211.65,211.84
2019-07-29 06:00:00,211.84,212.06,211.15,211.41
2019-07-29 07:00:00,211.41,212.22,211.27,212.17
2019-07-29 08:00:00,212.17,212.59,210.63,211.12
2019-07-29 09:00:00,211.23,211.49,206.6,208.53
2019-07-29 10:00:00,208.53,209.66,207.85,209.0
2019-07-29 11:00:00,209.0,209.25,207.91,208.26
2019-07-29 12:00:00,208.26,209.97,207.97,209.81
2019-07-29 13:00:00,209.76,210.79,208.75,209.22
2019-07-29 14:00:00,209.22,210.07,207.96,208.47
2019-07-29 15:00:00,208.47,210.08,208.17,209.13
2019-07-29 16:00:00,209.13,212.5,206.82,210.83
2019-07-29 17:00:00,210.83,210.92,208.11,209.3
2019-07-29 18:00:00,209.46,210.06,208.7,209.76
2019-07-29 19:00:00,209.76,210.06,209.11,209.37
2019-07-29 20:00:00,209.37,211.58,209.11,211.44
2019-07-29 21:00:00,211.44,211.75,210.5,210.55
2019-07-29 22:00:00,210.55,211.95,210.01,211.13
2019-07-29 23:00:00,211.13,211.58,209.57,210.7
2019-07-30 00:00:00,210.7,211.36,209.91,209.97
2019-07-30 01:00:00,209.97,209.97,207.87,207.91
2019-07-30 02:00:00,207.91,208.69,204.49,205.94
2019-07-30 03:00:00,205.94,206.84,205.53,206.51
2019-07-30 04:00:00,206.34,206.82,206.2,206.57
2019-07-30 05:00:00,206.57,207.01,205.8,206.91
2019-07-30 06:00:00,206.91,208.32,206.91,208.0
2019-07-30 07:00:00,208.0,208.0,207.63,207.94
2019-07-30 08:00:00,207.94,208.58,207.59,207.89
2019-07-30 09:00:00,207.89,208.0,207.54,207.73
2019-07-30 10:00:00,207.73,208.4,207.55,208.11
2019-07-30 11:00:00,208.11,209.98,208.0,208.99
2019-07-30 12:00:00,209.13,209.87,208.64,209.08
2019-07-30 13:00:00,209.08,209.36,208.77,209.0
2019-07-30 14:00:00,209.0,209.62,208.99,209.53
2019-07-30 15:00:00,209.53,214.47,209.53,212.74
2019-07-30 16:00:00,212.74,213.61,212.04,212.34
2019-07-30 17:00:00,212.34,212.46,211.15,211.75
2019-07-30 18:00:00,211.75,212.34,211.73,211.95
2019-07-30 19:00:00,211.95,212.45,210.34,211.23
2019-07-30 20:00:00,211.23,211.52,208.58,209.27
2019-07-30 21:00:00,209.27,210.01,208.66,209.9
2019-07-30 22:00:00,209.9,211.24,209.8,210.2
2019-07-30 23:00:00,210.2,210.61,209.75,209.94
2019-07-31 00:00:00,209.94,212.89,209.69,212.76
2019-07-31 01:00:00,212.8,213.12,211.85,212.51
2019-07-31 02:00:00,212.51,212.53,211.78,211.88
2019-07-31 03:00:00,211.88,212.23,211.31,212.02
2019-07-31 04:00:00,212.02,212.04,211.32,211.98
2019-07-31 05:00:00,211.98,213.6,211.98,212.49
2019-07-31 06:00:00,212.49,213.85,212.27,213.4
2019-07-31 07:00:00,213.4,213.71,212.04,212.19
2019-07-31 08:00:00,212.19,213.21,212.04,212.71
2019-07-31 09:00:00,212.71,213.2,212.27,213.2
2019-07-31 10:00:00,213.2,213.71,212.87,213.47
2019-07-31 11:00:00,213.47,213.49,212.87,213.01
2019-07-31 12:00:00,213.01,217.62,213.01,215.85
2019-07-31 13:00:00,215.85,216.94,215.32,216.8
2019-07-31 14:00:00,216.79,217.83,215.68,216.02
2019-07-31 15:00:00,216.02,217.43,216.02,217.14
2019-07-31 16:00:00,217.14,218.2,215.78,215.91
2019-07-31 17:00:00,215.91,216.71,215.71,216.35
2019-07-31 18:00:00,216.35,216.42,215.07,215.51
2019-07-31 19:00:00,215.51,217.28,215.21,215.8
2019-07-31 20:00:00,215.8,216.9,215.62,215.63
2019-07-31 21:00:00,215.63,216.2,215.55,216.2
2019-07-31 22:00:00,216.2,216.46,215.78,216.35
2019-07-31 23:00:00,216.35,219.07,216.35,218.68
2019-08-01 00:00:00,218.68,219.4,216.42,216.51
2019-08-01 01:00:00,216.51,216.85,211.04,213.83
2019-08-01 02:00:00,213.83,214.63,213.14,214.61
2019-08-01 03:00:00,214.61,214.66,213.75,214.18
2019-08-01 04:00:00,214.18,214.26,213.19,213.82
2019-08-01 05:00:00,213.82,213.82,212.8,213.26
2019-08-01 06:00:00,213.26,213.72,212.24,213.72
2019-08-01 07:00:00,213.72,214.0,213.41,213.94
2019-08-01 08:00:00,213.94,213.94,212.93,213.19
2019-08-01 09:00:00,213.19,213.39,212.43,213.34
2019-08-01 10:00:00,213.34,213.34,212.73,213.19
2019-08-01 11:00:00,213.19,213.98,212.91,213.8
2019-08-01 12:00:00,213.8,214.69,213.66,214.15
2019-08-01 13:00:00,214.15,214.43,213.57,213.93
2019-08-01 14:00:00,213.93,213.93,213.04,213.4
2019-08-01 15:00:00,213.4,214.05,213.18,213.97
2019-08-01 16:00:00,213.97,214.85,213.66,214.25
2019-08-01 17:00:00,214.25,214.89,213.39,214.68
2019-08-01 18:00:00,214.68,215.56,214.35,215.22
2019-08-01 19:00:00,215.22,216.67,215.22,215.99
2019-08-01 20:00:00,215.99,218.0,215.93,217.39
2019-08-01 21:00:00,217.39,217.77,216.91,217.25
2019-08-01 22:00:00,217.25,217.84,217.08,217.31
2019-08-01 23:00:00,217.31,217.6,216.96,217.5
2019-08-02 00:00:00,217.37,217.86,215.78,216.74
2019-08-02 01:00:00,216.74,217.11,216.62,216.99
2019-08-02 02:00:00,216.99,217.21,216.68,216.72
2019-08-02 03:00:00,216.72,217.56,216.06,216.16
2019-08-02 04:00:00,216.16,216.92,216.13,216.54
2019-08-02 05:00:00,216.54,216.91,216.4,216.91
2019-08-02 06:00:00,216.91,220.82,216.5,220.35
2019-08-02 07:00:00,220.35,222.8,220.35,221.51
2019-08-02 08:00:00,221.55,221.62,219.6,220.44
2019-08-02 09:00:00,220.44,220.75,219.31,219.42
2019-08-02 10:00:00,219.42,220.41,219.38,220.06
2019-08-02 11:00:00,220.06,220.44,219.47,219.47
2019-08-02 12:00:00,219.47,220.36,219.47,220.36
2019-08-02 13:00:00,220.36,220.46,219.66,220.03
2019-08-02 14:00:00,220.06,220.64,219.75,220.64
2019-08-02 15:00:00,220.71,221.04,220.02,220.09
2019-08-02 16:00:00,220.09,221.07,213.51,217.15
2019-08-02 17:00:00,217.15,217.25,216.71,217.17
2019-08-02 18:00:00,217.17,217.93,217.0,217.52
2019-08-02 19:00:00,217.52,217.56,216.8,217.1
2019-08-02 20:00:00,217.1,217.13,215.15,215.62
2019-08-02 21:00:00,215.62,216.74,215.4,216.28
2019-08-02 22:00:00,216.28,217.81,216.1,217.43
2019-08-02 23:00:00,217.43,217.9,217.17,217.8
2019-08-03 00:00:00,217.8,217.95,216.82,217.03
2019-08-03 01:00:00,217.03,220.53,217.02,219.82
2019-08-03 02:00:00,219.82,224.73,219.48,223.49
2019-08-03 03:00:00,223.49,223.66,221.94,222.01
2019-08-03 04:00:00,222.01,223.03,221.94,223.03
2019-08-03 05:00:00,223.03,223.17,222.17,222.5
2019-08-03 06:00:00,222.5,223.26,222.5,223.26
2019-08-03 07:00:00,223.26,223.58,222.87,223.46
2019-08-03 08:00:00,223.46,223.49,222.47,222.54
2019-08-03 09:00:00,222.54,223.62,221.65,222.49
2019-08-03 10:00:00,222.49,223.31,222.09,223.17
2019-08-03 11:00:00,223.17,223.38,222.69,222.72
2019-08-03 12:00:00,222.72,222.93,221.64,222.53
2019-08-03 13:00:00,222.53,223.61,222.5,223.23
2019-08-03 14:00:00,223.23,223.43,222.79,223.0
2019-08-03 15:00:00,223.0,223.06,220.01,220.46
2019-08-03 16:00:00,220.46,222.6,220.13,222.04
2019-08-03 17:00:00,222.04,222.98,221.9,222.7
2019-08-03 18:00:00,222.7,223.39,222.12,222.71
2019-08-03 19:00:00,222.52,222.86,221.57,222.0
2019-08-03 20:00:00,222.0,222.48,221.93,222.14
2019-08-03 21:00:00,222.25,222.38,221.45,221.94
2019-08-03 22:00:00,221.94,222.43,221.36,222.12
2019-08-03 23:00:00,222.12,222.3,221.7,222.22
2019-08-04 00:00:00,222.22,223.44,222.02,222.79
2019-08-04 01:00:00,222.81,223.08,222.54,222.69
2019-08-04 02:00:00,222.69,222.69,220.72,221.43
2019-08-04 03:00:00,221.43,221.51,218.73,219.77
2019-08-04 04:00:00,219.77,219.88,217.69,218.48
2019-08-04 05:00:00,218.48,219.27,217.9,218.74
2019-08-04 06:00:00,218.74,219.38,218.69,219.3
2019-08-04 07:00:00,219.3,219.38,218.56,218.71
2019-08-04 08:00:00,218.71,219.16,218.67,218.91
2019-08-04 09:00:00,218.91,219.77,218.55,219.71
2019-08-04 10:00:00,219.71,219.76,219.27,219.59
2019-08-04 11:00:00,219.59,219.59,218.9,219.13
2019-08-04 12:00:00,219.14,219.99,218.73,218.98
2019-08-04 13:00:00,218.98,220.11,218.84,219.63
2019-08-04 14:00:00,219.63,221.43,219.62,221.33
2019-08-04 15:00:00,221.33,222.61,221.12,221.5
2019-08-04 16:00:00,221.5,222.08,220.5,221.02
2019-08-04 17:00:00,221.02,221.11,220.25,220.63
2019-08-04 18:00:00,220.63,222.1,220.57,221.61
2019-08-04 19:00:00,221.61,221.78,221.03,221.21
2019-08-04 20:00:00,221.21,222.16,221.21,221.74
2019-08-04 21:00:00,221.74,222.18,220.21,221.93
2019-08-04 22:00:00,221.93,223.84,221.72,222.63
2019-08-04 23:00:00,222.63,223.19,222.18,222.7
2019-08-05 00:00:00,222.7,227.87,222.66,227.35
2019-08-05 01:00:00,227.35,228.34,226.18,227.67
2019-08-05 02:00:00,227.67,231.38,226.53,230.29
2019-08-05 03:00:00,230.44,230.88,228.85,230.0
2019-08-05 04:00:00,230.0,230.85,229.21,229.42
2019-08-05 05:00:00,229.42,229.42,228.63,228.93
2019-08-05 06:00:00,228.93,229.78,228.6,229.37
2019-08-05 07:00:00,229.37,230.61,228.65,228.73
2019-08-05 08:00:00,228.73,229.86,228.6,229.8
2019-08-05 09:00:00,229.8,230.51,229.36,230.48
2019-08-05 10:00:00,230.48,234.6,230.42,232.8
2019-08-05 11:00:00,232.8,237.07,232.8,234.09
2019-08-05 12:00:00,234.09,234.58,232.55,233.56
2019-08-05 13:00:00,233.56,233.68,231.16,231.8
2019-08-05 14:00:00,231.8,232.17,231.16,231.54
2019-08-05 15:00:00,231.54,233.03,230.12,232.63
2019-08-05 16:00:00,232.63,236.58,231.76,236.05
2019-08-05 17:00:00,235.99,236.47,233.26,233.52
2019-08-05 18:00:00,233.52,234.36,233.27,233.83
2019-08-05 19:00:00,233.84,233.89,232.66,232.84
2019-08-05 20:00:00,232.84,233.52,232.05,232.4
2019-08-05 21:00:00,232.4,233.55,231.92,232.97
2019-08-05 22:00:00,233.02,234.14,232.67,233.05
2019-08-05 23:00:00,233.05,233.53,231.58,233.46
2019-08-06 00:00:00,233.46,233.51,230.48,230.98
2019-08-06 01:00:00,230.98,230.98,227.53,229.19
2019-08-06 02:00:00,229.19,229.6,227.94,229.19
2019-08-06 03:00:00,229.19,229.56,228.62,229.1
2019-08-06 04:00:00,229.19,229.19,228.18,228.4
2019-08-06 05:00:00,228.4,229.82,228.19,229.82
2019-08-06 06:00:00,229.82,233.28,229.69,232.9
2019-08-06 07:00:00,232.74,235.51,232.74,233.5
2019-08-06 08:00:00,233.62,234.62,233.33,233.78
2019-08-06 09:00:00,233.78,235.74,233.63,235.46
2019-08-06 10:00:00,235.46,239.68,227.0,230.31
2019-08-06 11:00:00,230.25,231.35,228.63,229.74
2019-08-06 12:00:00,229.74,229.85,226.49,228.39
2019-08-06 13:00:00,228.31,230.66,228.28,230.66
2019-08-06 14:00:00,230.66,230.66,228.6,229.32
2019-08-06 15:00:00,229.32,229.43,228.06,228.38
2019-08-06 16:00:00,228.38,230.78,228.23,230.16
2019-08-06 17:00:00,230.16,230.59,228.65,228.66
2019-08-06 18:00:00,228.66,229.38,228.49,229.12
2019-08-06 19:00:00,229.12,229.77,227.39,228.04
2019-08-06 20:00:00,228.13,228.47,225.42,226.38
2019-08-06 21:00:00,226.38,226.45,222.9,224.1
2019-08-06 22:00:00,224.06,225.67,223.43,224.7
2019-08-06 23:00:00,224.56,226.68,224.11,226.06
2019-08-07 00:00:00,226.06,226.6,224.46,225.52
2019-08-07 01:00:00,225.52,226.55,225.11,225.8
2019-08-07 02:00:00,225.8,227.69,225.8,226.84
2019-08-07 03:00:00,226.91,227.2,225.87,226.67
2019-08-07 04:00:00,226.67,228.24,226.38,227.29
2019-08-07 05:00:00,227.29,228.08,226.63,226.96
2019-08-07 06:00:00,226.96,227.12,226.4,226.63
2019-08-07 07:00:00,226.63,226.74,224.98,225.11
2019-08-07 08:00:00,225.11,225.88,223.53,225.69
2019-08-07 09:00:00,225.69,227.18,224.88,226.35
2019-08-07 10:00:00,226.35,227.33,226.35,226.4
2019-08-07 11:00:00,226.4,228.33,225.62,228.27
2019-08-07 12:00:00,228.29,229.0,227.53,228.47
2019-08-07 13:00:00,228.47,231.63,228.38,229.69
2019-08-07 14:00:00,229.69,230.71,228.7,228.99
2019-08-07 15:00:00,228.99,229.2,223.18,224.46
2019-08-07 16:00:00,224.46,224.87,220.64,223.3
2019-08-07 17:00:00,223.3,224.8,222.98,224.79
2019-08-07 18:00:00,224.79,224.92,223.65,223.79
2019-08-07 19:00:00,223.79,224.67,223.12,224.07
2019-08-07 20:00:00,224.07,225.35,221.61,224.27
2019-08-07 21:00:00,224.27,226.76,223.56,224.99
2019-08-07 22:00:00,224.99,226.61,224.68,225.86
2019-08-07 23:00:00,225.93,227.11,224.96,226.14
2019-08-08 00:00:00,226.14,226.81,224.91,225.85
2019-08-08 01:00:00,225.85,225.99,224.94,225.49
2019-08-08 02:00:00,225.49,226.34,225.13,225.99
2019-08-08 03:00:00,225.99,226.45,225.66,225.8
2019-08-08 04:00:00,225.8,226.18,225.24,225.99
2019-08-08 05:00:00,225.99,226.01,225.07,225.54
2019-08-08 06:00:00,225.54,225.59,223.66,224.65
2019-08-08 07:00:00,224.65,225.68,224.65,225.68
2019-08-08 08:00:00,225.68,226.81,225.03,225.85
2019-08-08 09:00:00,225.89,226.43,224.84,226.11
2019-08-08 10:00:00,226.11,226.11,225.08,225.44
2019-08-08 11:00:00,225.44,226.05,224.23,224.36
2019-08-08 12:00:00,224.36,225.37,224.14,224.74
2019-08-08 13:00:00,224.73,224.93,222.0,222.37
2019-08-08 14:00:00,222.37,223.37,222.28,222.83
2019-08-08 15:00:00,222.83,223.06,221.72,221.95
2019-08-08 16:00:00,221.82,221.82,217.18,220.45
2019-08-08 17:00:00,220.45,220.45,216.73,217.9
2019-08-08 18:00:00,217.9,218.68,215.42,218.6
2019-08-08 19:00:00,218.6,218.94,217.15,217.76
2019-08-08 20:00:00,217.76,217.95,216.36,217.72
2019-08-08 21:00:00,217.82,219.47,217.72,218.23
2019-08-08 22:00:00,218.23,219.2,218.02,219.17
2019-08-08 23:00:00,219.17,221.91,219.17,221.28
2019-08-09 00:00:00,221.28,221.68,220.47,221.01
2019-08-09 01:00:00,221.01,221.12,219.17,219.17
2019-08-09 02:00:00,219.17,219.38,218.23,219.11
2019-08-09 03:00:00,219.11,219.43,217.51,217.72
2019-08-09 04:00:00,217.72,218.85,216.59,216.87
2019-08-09 05:00:00,216.64,216.83,215.15,216.28
2019-08-09 06:00:00,216.27,217.34,215.72,217.34
2019-08-09 07:00:00,217.34,217.34,215.47,216.15
2019-08-09 08:00:00,216.15,218.48,215.5,216.23
2019-08-09 09:00:00,216.23,216.23,211.08,211.12
2019-08-09 10:00:00,211.12,211.98,207.47,208.92
2019-08-09 11:00:00,208.92,211.31,208.84,210.07
2019-08-09 12:00:00,210.07,211.47,209.61,210.8
