Date,Open,High,Low,Close,Mid_price,r,Impermanent_loss
2021-07-25 13:00:00,2146.5,2152.7,2121.0,2133.0,2146.5,1,0
2021-07-25 14:00:00,2133.0,2133.4,2107.2,2118.6,2146.5,0.9870020964360586,-2.139560742187019
2021-07-25 15:00:00,2118.6,2145.7,2115.1,2138.8,2146.5,0.9964127649662242,-0.16143189448536432
2021-07-25 16:00:00,2138.8,2140.7,2123.0,2129.1,2146.5,0.9918937805730258,-0.8280873727617433
2021-07-25 17:00:00,2129.1,2157.8,2125.3,2153.2,2146.5,1.0031213603540647,-0.12140695412332647
2021-07-25 18:00:00,2153.2,2165.8,2153.1,2157.1,2146.5,1.0049382716049382,-0.30333225651268947
2021-07-25 19:00:00,2157.1,2166.9,2144.9,2154.2,2146.5,1.0035872350337758,-0.16027784883743124
2021-07-25 20:00:00,2154.2,2160.5,2144.6,2158.6,2146.5,1.005637083624505,-0.3949800086888722
2021-07-25 21:00:00,2158.6,2174.6,2155.0,2162.8,2146.5,1.007593757279292,-0.7153742569543375
2021-07-25 22:00:00,2162.8,2172.0,2155.7,2167.1,2146.5,1.0095970184020497,-1.1403211520821799
2021-07-25 23:00:00,2167.1,2199.9,2163.4,2191.6,2146.5,1.0210109480549732,-5.404253413143767
2021-07-26 00:00:00,2191.6,2270.5,2173.5,2262.2,2146.5,1.0539017004425808,-34.442163523051846
2021-07-26 01:00:00,2262.2,2348.9,2258.8,2316.0,2146.5,1.0789657582110412,-72.1621854821386
2021-07-26 02:00:00,2316.0,2328.8,2287.4,2304.0,2146.5,1.0733752620545074,-62.639683038212546
2021-07-26 03:00:00,2304.0,2321.7,2295.1,2319.3,2146.5,1.080503144654088,-74.88961415984541
2021-07-26 04:00:00,2319.3,2347.2,2310.9,2326.7,2146.5,1.0839506172839506,-81.17443023480942
2021-07-26 05:00:00,2326.7,2352.4,2323.0,2350.2,2146.5,1.0948986722571628,-102.65667819173707
2021-07-26 06:00:00,2350.2,2394.0,2344.2,2358.2,2146.5,1.098625669694852,-110.48923431715707
2021-07-26 07:00:00,2358.2,2375.4,2302.6,2328.6,2146.5,1.0848357791754017,-82.82554412314403
2021-07-26 08:00:00,2328.6,2339.9,2300.0,2337.1,2146.5,1.0887957139529467,-90.3979156635426
2021-07-26 09:00:00,2337.1,2352.0,2331.6,2345.9,2146.5,1.092895411134405,-98.55474459358193
2021-07-26 10:00:00,2345.9,2363.0,2337.0,2359.2,2146.5,1.0990915443745632,-111.48658116846289
2021-07-26 11:00:00,2359.2,2359.3,2335.9,2344.0,2146.5,1.0920102492429535,-96.76648803875753
2021-07-26 12:00:00,2344.0,2359.8,2325.7,2350.3,2146.5,1.0949452597251341,-102.75297425781372
2021-07-26 13:00:00,2350.3,2350.3,2310.4,2334.0,2146.5,1.087351502445842,-87.60115863908347
2021-07-26 14:00:00,2334.0,2352.5,2325.2,2332.1,2146.5,1.0864663405543908,-85.90688685270464
2021-07-26 15:00:00,2332.1,2349.2,2324.1,2342.3,2146.5,1.0912182622874447,-95.17910044027911
2021-07-26 16:00:00,2342.3,2416.1,2335.4,2365.2,2146.5,1.1018867924528302,-117.55537348074884
2021-07-26 17:00:00,2365.2,2371.1,2351.3,2363.0,2146.5,1.1008618681574656,-115.31332503535995
2021-07-26 18:00:00,2363.0,2388.6,2356.9,2381.8,2146.5,1.1096203121360355,-135.09427002847963
2021-07-26 19:00:00,2381.8,2435.7,2360.0,2363.0,2146.5,1.1008618681574656,-115.31332503535995
